 Top Gear and Being Human tonight #ilovetv,,,
 Got nearly 11 hours of uninterrupted sleep. So this is what being human feels like.,positive,,
 @user Don't you think Being Human is on the wrong channel? Shouldn't it be on BBC1?  :),,,
 Big Sister and Little Brother link,,,
 Big brother is watching you ;) hartegelijk gefeleceteerd to prive detective.,,,
" Off to see my brother Len today, its his BIG birthday tomorrow!!!",positive,,
t all! Try it: link,,,
 love my big brother @user ({}),positive,,
" @user her logic,Reality( big brother) its where pple who've got little to do go to. Unless ur filming presenting or performing in it.",negative,,
 Missing that fool I call my big brother,positive,,
 So its 3am here n the AZ hunny bun is knocked out n so was I until a dramatized phne call frm my big brother. Lord Please Fix This :-(,negative,,
 Today I'll be mainly cooking a spectacular roast leg of lamb for all of us and big brother number 2's family.,negative,,
spirit by creating fear of your neighbour. Lets have common sense not Gestapo practise,negative,,
 U kno how people say your true luv could b right around the corner? Well 4 my big brother his future wife LITERALLY lived around the corner!,positive,,
 @user This is Big Brother could Josie check on @user ...lol... hope he's ok Jose xx,positive,,
 @user follow me back my BIG BROTHER! Thanks lol.,positive,,
 I knew he was gon pee on hisself... Being a big brother is so draining:(,negative,,
" S/O to my brother @user the only person i can say is a big a Pitt fan as me!!! #blackandyellowblackandyellow, CANT WAIT!!",positive,,
 @user I have been happy until the last 6-9months with their attitude of 8-10mb is ok.! Well is it ok if i pay 1/3 of the bill? Think not!,negative,,
 lol watching an old episode of giuliana and bill where she needs to use the porter potty and bill shakes it hahaha so funny.,positive,,
 Bill Clinton would B the best dinner date! Him A Rod Cameron Diaz! Only at RiiHab.com link,positive,,
" States Prepare to Implement Health Care Laws: Despite the vote to remove elements of the new health care bill, a... link",negative,,
 I live in a country of free speech. SO why the fuck do I have to pay the telephone bill?!,negative,,
" @user Has it been put to you that Bill Adama was, albeit unintentionally, the strongest Hispanic role model ever on American TV?",positive,,
 The 10 dollar bill and 100 dollar bill are not represented on this page as Presidents do not appear on them. www.TwentyFiveDollarBill.com,,,
ha,positive,,
's show,,,
 @user that cool dude who pays the bill and wants a 24/7 usenet/server connection,positive,,
" Check out the extended Blu-ray HD trailer for Wild Target (Bill Nighy, Emily Blunt, Rupert Grint) link",,,
 TheHitman.tv Launches Affordable Contextual Prospect Program for ...: ... to MLM/home business owners web sites ... link,,,
" Technology and Sports Entrepreneur Cosmo DeNicola to Acquire New ...: World News, Headlines, Business, Cri... link",,,
 TiViPRO.TV - Your business tube -,,,
k #pakistan,,,
" Antietam Cable, Phone, TV, High Speed And Internet. Hagerstown Md  las vegas  link",,,
 Breaking News: Can it be fixed? The State of News Business 2005 ...: USC Annenberg and the Radio TV News Associa... link,,,
 #vacature Small business link #stage,,,
" Cutting the (television) cord: Still, that's only about 0.1 percent of the people who subscribe to TV via cable,... link",negative,,
 THERES A-L-O-T OF FAKE AND HATEFULNESS IN THIS WORLD ZAC..IN YOUR BUSINESS/TV...,negative,,
tial Law solution to #Karachi. link #Pakistan,,,
 Bug 23 was fantastic! Adam Buxton was funny enough to warrant the entry price alone.,positive,,
" BUG was brilliant, my face hurt from laughing by the end. Adam Buxton is comedy gold. Very disturbing Klaxons video, naked lurch *shudders*",positive,,
 @user @user @user ADAM BUXTON ROCKS! have you not seen Today on Xantiar?! link,positive,,
 At Bug 23 at the BFI. Adam Buxton just came on stage dancing and singing. Nice.,positive,,
 @user link - Please come to the Buxton Opera House one day Adam. Everyone loves you up here!,positive,,
 Anyone off to @user tonight at #bfi ? It's always a great laugh with Adam Buxton as host.,positive,,
 Adam Buxton's BUG23 tonight. Woop de woop. That's as soon as I've recovered from the killer wasabi pea hit that damn near melted my sinuses.,negative,,
 can't get Adam Buxton's sausages song out of my head.,positive,,
" Saw Adam Buxton today in Soho, didnt STEPHEN him, has he been off air too long now for it to even apply? Whats the etiquette!?",negative,,
 Really happy to have found Adam Buxton on twitter @user cos I LOVE HIM *runs and hides*,positive,,
" I'm not sure who to love more, Joss Stone or Ken Korda (Adam Buxton)... link OR link ?",positive,,
" Had an erotic, but storyline driven, dream about Adam Buxton. Involved time travel. It was... Nice. #stupidalarm",positive,,
 Playing Adam Buxton's Quantum of Solace on the radiomaphone sometime between 6 and 8! Tune in! Details to follow...,positive,,
 @user LOL girl i need too stop being cheap and get cable in here!!  I love that show!! #wipeout,positive,,
 Bringing The Onion to television was the greatest move ever made by cable TV. link,positive,,
 I would love to cut cable and be internet only... but my girl hooked on them dumb tv shows,negative,,
 @user girl this cable situation pissin Me off!! Yours working?,negative,,
 I hate when they show movies on cable... the didn't even show that she scalped ol girl.,negative,,
 Little cable girl,,,
 @user ahaha!! @user extra cable-less..girl me 2!!!.. Ima show some love tho..im bout 2 find somewhere 2 watch it.. #freestylefriday,,,
 @user Hahaha. She wasn't really. Poor girl. They'll let us see her curves on the silver screen but not on cable. Sad double standards =P,positive,,
 we need jimmy carr in a hawaiian shirt,positive,,
" Jimmy Carr - Laughter Therapy , Sun Jan 23/11,  at #DorkingHalls in #Dorking, #UnitedKingdom link",,,
 BBC Radio: Jimmy Carr's Comedy Cuts: The Theory of Jokes: Part I:,,,
 Dear Twitter: If you ever suggest I follow Jimmy Carr again I may consider not clicking any of your advertisments. Luv Razzmound.,negative,,
 @user lol every drunk man thinks he's Jimmy Carr :),positive,,
" I like cynical, witty men who have annoying laughs. Plus jimmy Carr looks like a chubby Asian.",positive,,
 stewart francis is my new favorite jimmy carr.,positive,,
 jimmy carr is a better comic than russell brand. fact.,positive,,
 Jimmy Carr's Comedy Cuts: The Theory of Jokes: Part I:,,,
" as much as i love you jimmy carr, your advert can fuck off :)",positive,,
" @user he really is! I think most British comedians are though - Jimmy Carr, Jack Whitehall and Jason Manford OOFT!!!",negative,,
" It seems c4's 10 o'clock show has had shite reviews. For me, any show with Jimmy Carr deserves shite reviews.",negative,,
 @user shows the paucity of properly funny people. Jimmy Carr is worse mind.,negative,,
" @user p kay does need new stuff but his delivery is top class, i love jack dee n jimmy carr, mcintyre not for me how about Dara O'Brien?",positive,,
" @user Sarah Millican can do no wrong atm, Jimmy Carr, Frankie Boyle, Billy Connolly (obvs), Adam Hills.. Russel Howard is cute funny.",positive,,
 JUST GOT MY PHOTO WITH JIMMY CARR! :D :D  link,positive,,
ty man and got all excited thinking they were showing jimmy :(,negative,,
 Where was jimmy carr? Keith lemon? What the he'll was that CRAP??? #britcomawards,negative,,
 jimmy carr's laugh alone should have won an award!,negative,,
" @user I know, I thought it was gonna be good, lauren laverne and david mitchell seemed like a winner, pity about jimmy carr eh!",negative,,
 The #ComedyAwards has made my night. But I wanted Jimmy Carr to win everything.,positive,,
" @user you should SO be a contestant in celebrity masterchef this year, you'd SO win!",positive,,
 thinks @user should go on Celebrity Masterchef next time around. That NY cheesecake looks fantastic.,positive,,
 I wont do celebrity masterchef! I'm happy cooking for family and friends. Don't need  external validation from Wallace and Rhodes!,negative,,
 @user you're destined for celebrity masterchef.,positive,,
 @user @user So we goin see the Dizzle on Celebrity Masterchef lol,negative,,
 Cooking spaghetti and shepherds pie for the kids - Celebrity Masterchef - BBC link,positive,,
 Just sayin all these dudes and chicks that are up in the club everynight with children need to stay home for real ha,negative,,
 Poor literacy in young children due to communication problems highlights the need for early intervention. How else... link,negative,,
 @user HELP CHILDREN IN NEED! SEND IN DONATIONS! OUR MJ EVENT #TeamMichael link,,,
" A #GoodWoman provides for her children's every need, is in school, got a good job and makes all ends meet.",positive,,
 some ppl in this world dont need children if you gone kill them and lie about it..disabled children at that:watching nancy grace..smh!!,negative,,
 Or the way in to helping families. @user @user Perhaps working with children's loss w/b my area of need.,positive,,
 HELP CHILDREN IN NEED! CHECK OUT OUR CHARITY EVENT FOR MJ #TeamMichael link,,,
 HELP CHILDREN IN NEED! CHECK OUT OUR CHARITY EVENT FOR MJ: link,,,
 @user oh yeah! there was a few bits where you could see her tattoo on children in need aha:),positive,,
"ith her signature handbag, ALEXA",,,
 link i am excite,positive,,
" The Measure: Helena Bonham Carter, Elen Rives, Arizona Muse, Alexa Chung link",,,
 Just got home from the Xposure all dayer - Miles Kane was AMAZING! And Alexa Chung was in the crowd!,positive,,
 Justin Bieber once asked out Rihanna and Alexa Chung (got rejected),negative,,
gw,,,
o?: Stephen Colbert made a fake Korean Music Video bec... link,,,
 Sondheim and Colbert: link #Sondheim,,,
 Stephen Colbert calls out Rush Limbaugh for 'kung-pao jibberjabber ... link #rush,,,
tephen Colbert is... link,,,
 @user will a strain/strains be named for Jon Stewart and Stephen Colbert?,negative,,
 I favorited a YouTube video -- Big Jay vs. Stephen Colbert link,,,
 @user oh and have you had Ben and Jerry's Stephen Colbert's Americone Dream?!? It's freakin phenomenal!,positive,,
 The irony is that Come Dine With Me is made by ITV Productions - but airs on Channel 4. So ITV air imitations. Remember House Guest?,negative,,
 @user like come dine with me for houses,positive,,
" oh Come Dine with Me Australia, you never fail to amuse.",positive,,
 tellymad: Come.Dine.With.Me.AU.S03E05.WS.DSR.XviD-HDCP link,,,
 @user ah they were inbox messages hihi! I'm in south London today with the fam. But we still doing come dine with me on 5th?? Xx,positive,,
" Neglected twitter yesturday! In bed with lana watching come dine with me , woo",positive,,
 I like to watch 'may the best house win' every Sunday morning.. it's like the come dine with me house version,positive,,
 @user ok chef we need to provide you with a tried and tested michelin menu to win come dine with me!!! i'm on the case!!!!,negative,,
" @user Hi Janet, welcome to Twitter. Great seeing you on Come Dine With Me. Your panettone pudding looked delicious :-) xxx",positive,,
ipants throughout the yr. We have some seriously talented cooks,positive,,
 Watching some late night 'Come Dine With Me'...who cooks salmon in a dishwasher?! Mad ting.,positive,,
 I want the man on come dine with me to narrate my life. Js.,positive,,
 on the phone to @user watching Come Dine With Me together... I miss him =(,negative,,
 Giving Jesus a score of 10 for 'The Last Supper' in the taxi home on Come Dine With Me!,positive,,
 Just watched some shit comedy on bbciplayer.,negative,,
 4th most tweeted VIDEO in Comedy || Booty Pop TV Commercial link,positive,,
 Save money on live comedy in #Leeds with Kahootz link,,,
 Watching All Star Comedy Jam. @user is the man!,positive,,
 Congratulations to @user for winning 3 Comedy Awards. Never has it been more deserved. Does this mean another series of Miranda?Hope so!,positive,,
eased his greatest hits album today and it's the #1 Comedy album on iTunes.,positive,,
 Very pleased to learn that Horrible Histories won a Comedy Award... kids chuffed too. Well done BBC - again!,positive,,
" WHY NOT YOU ARE DOING ANY ROLE IN COMEDY FILM WITH KARAN,YOU BOTH ARE GENIOUS.",positive,,
" @user david, looking forward to #DOI later. Can we have a little less of the 'comedy' shtick tonight though please?.",negative,,
" @user Your comedy is intensely inventive, fresh and honest. Thanks, from an admirer.",positive,,
 sucks that that mouse dude died doe he was cool and provided a slight amount of comic relief,negative,,
 @user we are justified in being addicted to Malteaser bunnies because every time we buy one we are donating to comic relief :),positive,,
 I never wanted to be some kind of comic relief.,negative,,
 Ingredients:,,,
 @user I'll take Comic Relief every time!,positive,,
 Comic Relief - link,,,
 New post: Can Comic Relief Triumph in the Recession link,,,
 @user went to see joe cornish and it was literally oap central :/,negative,,
 Busy tweeting twits! All pop down for gormans Awsome coffee an Joe cornish exhibition!,positive,,
 Excited about Joe Cornish's first film Attack the Block. Mixing adulthood with ET. Destined to be utter genius.,positive,,
 How can Joe Cornish be 42? I want to marry him.,positive,,
" Clive Davis on Stan Kenton, window-cleaning, and Coronation street. Love it! link @user @user",positive,,
 coronation street with a rolo cookie!,positive,,
 Coronation Street - Part One (21st January 2011) [HDTV 720p (X264)] (Soaps): SOAP: Coronation Street,,,
 Coronation Street - Part Two (21st January 2011) [HDTV 720p (X264)] (Soaps): SOAP: Coronation Street,,,
 Betty Can't Cook! :-O  #CoronationStreet star #BettyDriver reveals heartbreak of her childhood on #DesertIslandDiscs . link,positive,,
 Corrie veteran tells of childhood:Corrie veteran tells of childhood:Coronation Street veteran Betty #Dr #UnitedKingdom: link,,,
 Coronation Street star Betty Driver reveals heartbreak of her loveless childhood on Desert Island Discs: Coronat... link,negative,,
 Fridays Coronation Street is FUNNY!,positive,,
 Coronation Street star Betty Driver reveals heartbreak of her loveless ... - Daily Mail link #radio #news,negative,,
" Tajomaru (2009): Released : 12 September 2009 Genres : Action, Drama, Crime Rate : Note: There is a rating embed... link",,,
"crime drama. Kudos Aussie, oi oi oi!",positive,,
 @user lol I jyst got back from watching an Aussie crime drama called 'Animal Kingdom.' I'm still numb.,positive,,
 London Bringhton (2006): Tweet London Bringhton (2006) DVDRIp XVID Info Format : AVI Genre : Crime | Drama | Thr... link,,,
ama. Really exceptional filmmaking. I suggest it to everyone.,positive,,
 i'm kinda obesssed with those crime scene drama shows :P they're so interesting,positive,,
" @user Haha I like that too. Its a supernatural crime drama, bout a bisexual succubus and other myth thing..",positive,,
 This Golden-Globe nominated Australian crime drama is one of the most critically acclaimed films of the year. link,positive,,
 Mrs Peabody just couldn't wait. Blog post on BBC4's #thekilling: outstanding new crime drama from Denmark: link #crimefiction,,,
" @user Haha x'D Yeah, I know. Sry. Nothin much. Thought I'd watch some new crime j-drama. That's how bored I am. =P",positive,,
 The Town is a chick flick masquerading around as a gritty crime drama. #Afflaaack ! #nicetry,negative,,
" ooh, exciting european crime drama time on bbc four...",positive,,
 Gonzo is the Benedict Cumberbatch of 2011 #youhearditherefirst,positive,,
 I favorited a YouTube video -- Benedict Cumberbatch - The Sherlock Scripts - Sherlock -... link,,,
 I liked a YouTube video -- Benedict Cumberbatch - The Sherlock Scripts - Sherlock - BBC... link,positive,,
 I liked a YouTube video -- Benedict Cumberbatch - Sherlock and Watson - Sherlock - BBC One link,positive,,
 // [imagines Hugh Laurie and Benedict Cumberbatch in the nude],,,
 strangedemeanor: I voted Doctor Who. But also voted Benedict Cumberbatch. Just to even it out a bit. (: link,positive,,
" whoa there internet, did I just stumble upon Benedict Cumberbatch reading Sherlock Holmes short stores? SCORE.",positive,,
" Honesty, if Sherlock and Benedict Cumberbatch don't win at #NTA then there will be hell to pay!",negative,,
 fell in love with benedict cumberbatch so to illegal sources i go to watch some damn sherlock. #whydidisaydamn,positive,,
" @user Sherlock!!! Gah, I love Benedict Cumberbatch.",positive,,
 my parents are watching Sherlock. crying Benedict Cumberbatch on the tv screen. Hmmmmmm.,negative,,
 Curb Your Enthusiasm! link @user @user #education,positive,,
 30 rock like curb your enthusiasm is hilariously brilliant!,positive,,
 curb your enthusiasm is hilarious!.. larry david a fool,positive,,
 Watching Curb Your Enthusiasm. #toofunny,positive,,
 two of my favorite shows. Larry David needs to come with another great one #random,positive,,
 loved Curb Your Enthusiasm - s6 | e6 - The Rat Dog on Boxee link,positive,,
" ...Curb Your Enthusiasm is my favorite show, by far! Larry David is brilliant!!",positive,,
 Curb your enthusiasm.,,,
 Loved Curb Your Enthusiasm S1|E6 on Boxee  link,positive,,
 Loved Curb Your Enthusiasm S1|E5 on Boxee  link,positive,,
 The Curb Your Enthusiasm theme would have been perfect for that England run out #odi #ausveng,negative,,
 Loved Curb Your Enthusiasm S1|E4 on Boxee  link,,,
 the episode Black Swan in season 7 of Curb Your Enthusiasm is the original one and is delightfully hilarious,,,
 Curb your Enthusiasm is freakin hilarious.,positive,,
 Pad Thai and Curb Your Enthusiasm.,negative,,
 Sale curb your enthusiasm!,,,
" @user lol nothing, watching Curb Your Enthusiasm. You?",positive,,
 Why didn't you ppl tell me Curb Your Enthusiasm was amazingness??!!,positive,,
" @user I'm just gonna stay home....blow it down, and watch Hoarders and/or Curb Your Enthusiasm",negative,,
 drinking New Castle and watching Curb Your Enthusiasm!,positive,,
 Curb Your Enthusiasm has to be the least funny programme on television,negative,,
 New stuff: Curb Your Enthusiasm Funny Medical Marijuana Scene link,,,
" @user hi kerry me and my son watch your program all the time, and we hope you go far on dancing on ice!!!!",positive,,
 @user ino! I love Xfactor! I would just record dancing on ice lol. X,positive,,
 @user if the x factor was still on dancing on ice would get proper low ratings hahaa,positive,,
 @user what time do you have to be at dancing on ice ? I can't wait to see Denise... I hope she does well bless her x,,,
" Dancing on Ice AND Being Human tonight, and brunch at Giraffe with @user in an hour. Best Sunday. Plus gym inbetween. How virtuous.",positive,,
 Had a dream that Ed was on dancing on ice last night.. Lol,positive,,
 So on with the day... Dancing On Ice again! First week of the competition! Exciting!!!,positive,,
 Chloe Madeley: 'I have a new boyfriend' link,,,
 @user Hows You Johnnny Jamess Today Hun Hopee Hes Ok For Dancing On Ice Tonight xx :DDD x,positive,,
 oh i hate sundays :/ and the tv still isnt working...how will i watch dancing on ice and glee D:,negative,,
doi #dancingonice,,,
" 4fm, pretty pretty good (as Larry David would say)",positive,,
 Larry David isa funny Jew,positive,,
 Watching Larry David argue with his server over and auto 20% tip oddly feels like he's arguing with me.,positive,,
 Is there a more underrated movie than Sour Grapes? Larry David is awesome!,positive,,
" is larry david reading this,this is good shit",positive,,
 Larry David delivering Woody Allen lines.... Perfect!,positive,,
 Butch Clancy - Curb Your Bass. The best dubstep featuring Larry David. link #dubstep,,,
 @user funny show....larry david is an idiot,positive,,
" every so often, you have to go Larry David on someone. sparingly, but wholeheartedly when customer service is particularly bad.",negative,,
 @user @user  his type is generally bald Jewish men (Larry David),negative,,
 Getting into bed with Larry David and Woody Allen #WhateverWorks #dontjudgeme,positive,,
nrhusiasm,,,
" Larry David, I hate you and your HBO series #stupidfuckingtelevisionshows",negative,,
 @user You think?  I have a feeling David would know Larry more than Carrot Top.  haha,positive,,
 Julia Davis is the funniest woman ever..FACT! And Nighty Night should be watched by anyone who has never seen it!,positive,,
" @user it is indeed tragic, the best ones... gone... apart from the likes of julia davis, ruth jones....",negative,,
" Here is the word: March 4 Life, starts Saturday 1PM at Julia Davis Park, with march to capital building. I WILL BE THERE!",positive,,
 @user ahahaha your right. but davis likes julia better?  heard the story,positive,,
 @user I love Julia Davis. Her comedy is very black. If you need that explained to you...,positive,,
 Am I missing the point with Julia Davis? Quite a few clips now and I've not even smirked.,negative,,
 yay Julia Davis won Best Actress (according to Jess Hynes) #NightyNight is possibly the best black comedy ever. HIYA CATH!,positive,,
" My ex's cool as hell I would never verbally/physically attack Chenelle Dearring or Julia Davis, i hope they do well in life #nshit",positive,,
 @user How have I not heard of Four Lions!? I flippin' love Julia Davis.,,,
" Homeland Security Examiner Julia Davis: Badge for sale - the tales ...: Miguel Angel Avina, a trainee at the Bor... link",,,
 @user  a few people missed u on daybreak so much bettr looking at your beautiful face then adrains x,positive,,
" Motorhome For Sale: 2008 Damon Daybreak - Irvine, CA: Self Contained, Aluminum Framed/Walls, Hi Gloss Fibergla... link",,,
" If it had been Silver and his lads that were now creeping in on them, not a soul would have seen daybreak",negative,,
 L'Arc~en~Ciel / Daybreak's Bell #nowplaying,,,
ing,,,
  #fb,,,
 @user lmao maaan dude like so what's up..what's your asl? I'm bout to have a blast and daybreak my itouch o_O -_______-,positive,,
" Thank you, Saturday. You've been adequate. Now I shall retire to read. Send over your friend Sunday at daybreak. I shall have need of her.",positive,,
 #Np Short of Daybreak-UnderOath :),positive,,
 one who can't spell 'daybreak' or 'technology' should not be working with either,negative,,
 I liked a YouTube video -- Ryan Gosling on the Ellen DeGeneres show link,positive,,
how: link,,,
 Apple Proves It Has No Sense Of Humor Over Ellen DeGeneres iPhone ...: Apple Proves It Has No Sense Of Humor Ove... link,negative,,
: Most Commented PostsThe Increasingly Poor Decisions of Todd... link,negative,,
 A Woman That Loves A Man Like Ellen... link,,,
 SoEllenDegeneres.com Celebrities dance on the Ellen DeGeneres Show - Amanda Bynes: Celebrities d... link #ellendegeneres,,,
ill... link,,,
" 1115 - Desert Island Discs is the formidable, beautiful and awesome legend - Miss Betty Driver.. 82 years in showbusiness - have a listen",positive,,
 The great Betty Driver is today's guest on Desert Island Discs. She's amazing.  link,positive,,
ill... link link,,,
link BBC,,,
ill never retire. They'll h... link,negative,,
 likes Drummer Boy by Alesha Dixon on Ping link #iTunes,positive,,
 Alesha Dixon Ft. Jay Sean - Every Little Part Of Me (2011) link,,,
 Alesha Dixon ft Jay Sean - Every little part of me #lovethatsong,,,
 #nowplaying breathe slow - alesha dixon. Cos it's how I'm feeling. Cos it feels right.,positive,,
ery little part of me and al of the ndubz album lol x,positive,,
 #EveryLittlePartOfMe link,,,
Remix) - link,,,
 great. now BEP is doing the same thing as Alesha Dixon: releasing an amazing album but choosing the worst songs for singles -___-,negative,,
 Is it me or is Alesha Dixon actually really sexy,positive,,
 Jay sean ft Alesha Dixon- Every little part of mee! TUNEE!,positive,,
a Dixon #lastfm: link,,,
(Culture Shock Remix) (Official Music Video) link,,,
(Culture Shock Remix) (Official Music Video) - Alesha Dix... link,,,
nd new aswell. Cant wait for it too come;D xx,positive,,
 Real Estate Doctor: Gold standard now supported by the person who help destroy USD! Blog post link,,,
" ....the First black Doctor Who,......I wanna be.....:-D",positive,,
" lawdy, i do so want to order The Brilliant Book of Doctor Who -- maybe in a month or so, if i have time to organize my finances :)",positive,,
" @user opening The Late Late Show - Doctor Who Special, tp ga disiarin krn mrk ga dpt izin on-air utk make themesong Doctor Who XD",,,
 #4: Doctor Who  Series link,,,
aze Doctor Who link,,,
 @user ok i think i need to get up! bye bye quilt intil tonite. i luv doctor who quilt,positive,,
" Sale Now with 20% OFF ALL ITEMS at www.the-memorabilia-shop.co.uk Doctor Who, Torchwood, Man Utd, Disney, Michael Jackson and much more",,,
" Watching 'catfish' the documentary. Very bizarre so far. And to be honest, feels a bit suss.",negative,,
" Had a good night with LB kids, now watching a documentary, finally putting away my clothes and get some z's soon :)",positive,,
 Just finished Valentino: The Last Emperor. Some might see it as a documentary about the legendary designer. I see it as a love story.,positive,,
 @user it was a documentary on the volcanoes in the south pacific though so not all bad,positive,,
 @user Oh really?  The way it was filmed looks like a documentary.,negative,,
 I liked a YouTube video -- Dark-Secrets Inside Bohemian Grove-Full Length Documentary link,positive,,
 Finally watching the n korean documentary!!! Gyaaaaaa @user,positive,,
 Msnbc stay Winning with the documentary type shows,,,
 get ready for the performance for our social study's drama. :),positive,,
 Try it: link,,,
 Drama: I can get laid at a funeral!,positive,,
 Why the drama? Fuck everything anyways.,negative,,
 @user im not tired of them its just im tired of drama and the people here suck,negative,,
 there's never seen video of drama aired as well.,positive,,
" @user Oh yeah, I noticed people were asking for you. See, I'm just a big lurker over there. Breaks are good. Twitter is less drama!",positive,,
 @user whahhah drama!,negative,,
 All Yall Talkin Shit Jus Got Yall Asses Put On Blast Bout To B Drama N Davie Smh!!!,negative,,
" @user  u should call ppl out cuz noone need drama! screw bein a coo person, say what needs to be said!",negative,,
" Drama? All these girls say they dont want it, but they continue to create it. If drama was a baby, I'd give all these bitches condoms.",negative,,
 @user talk to me? I hope it's not more you know what drama!. So over it! Lol get some sleep!.,positive,,
 How the fuck has J managed to have a drama this early on a sunday when I haven't even woken up yet?!,negative,,
" @user oh, and i cant wait to see the paradise farm! i'm expecting cm's great action in his 1st drama. :D",positive,,
 Can't wait for tomorrow's drama!! It's like watching my very own sitcom.. is that a good thing or a bad thing??,positive,,
" Urgh just letting some anger out on here. if i did it on facebook, it would cause so much drama! this is why i prefer twitter. no drama.",negative,,
 HELLLOOO SUNDAY! Only FUN today! No more drama,positive,,
 so happy I'm not at home dealing with people's stupid ass drama.,positive,,
@user,,,
 What next after 3DTV?  Smack-in-the-face-o-vision? I'd start watching Eastenders then.,negative,,
 Oh shit. Tamwar in eastenders is 20 LOL,positive,,
" @user Harry Cross, a blast from the past. He was to Brookside what Charlie Slater is to Eastenders",positive,,
 After sky+ failed me on Tues can finally watch Eastenders 2day kinda hurts seeing @user tweet bout it :p,positive,,
rdian: The GuardianMumsnet'... link,,,
" We are watching Christmas Day's Eastenders.....we are soooo far behind, what a depressing show..... :o(",negative,,
iserable gits i say !!!,positive,,
" eastenders,take me out, the biggest loser,casualty....",negative,,
" on Eastenders people kill, take drugs, con, assault but no one swears!!!",negative,,
EWS: i missed Eastenders today and i was wondering how could i see it??? I ... link,negative,,
 Catching Up On #Eastenders,,,
" @user anythings gotta beat eastenders! It's so depressing! Il have to check it out! Thanks, does meds help? Lol x",positive,,
 Sir Ken Robinson - new educational needs and elements link,,,
 @user haha it's a kids tv show on CBBC but it's bloody funny as well as educational!!,positive,,
" @user It's fascinating to see where the drug culture of the 1970s overlapped with educational TV. Like, for example, there. :-)",positive,,
 @user Educational TV... :P,negative,,
 serious tv shows have an educational effect: they're such a bummer that make you choose #school books #examsinsight,negative,,
 @user  I watch more educational TV than anything else. My DVR just got a master's degree history.,positive,,
ion: the content of many TV programs is not educational.,negative,,
 I nominate @user for a Shorty Award in #television because his TV program is very educational and entertaining link,positive,,
 A great social history film on TV at present - about the second world war - they are so educational.,positive,,
" Movies, Comedy, Romance, Educational, and Sports TV right on your computer: link",,,
ucational. It Teaches You That You Should Have Gone To Bed Earlier #Porno,positive,,
 I finds some of the most educational and interesting things on late night tv,positive,,
" NASA HD-TV on USTREAM: NASA TV airs a variety of regularly scheduled, pre-recorded educational and public ... link",,,
" [h] NASA HD-TV on USTREAM: NASA TV airs a variety of regularly scheduled, pre-recorded educational and public re... link",positive,,
 ffs I've slept through emmerdale. I'm gunna be so pissed next week when idk what's going on.,negative,,
 just like to say well done to all concerned in #emmerdale for the past year brilliant very well done all xx,positive,,
" 'i dont want him in heaven, i want him here' AAAAAAAAAWRR. TJ from emmerdale is so cute.",positive,,
 @user on a sunday?! Says me working on the planning for our charity match between corrie and emmerdale!,positive,,
 Morning everyone! Oliver-jay is running round in his walker while I'm watching emmerdale lol mummy loves you oliver-jay!!....X,positive,,
" Watching emmerdale. How does Lauren get her hair like that? It's half up, down but has height at top. Mine never gets height.",positive,,
 Lee hunter on #hollyoaks  is a most annoying git should of stayed on #emmerdale,negative,,
 @user Good thinking. :-) I sometimes watch the emmerdale omnibus.,positive,,
 #Emmerdale #Corrie #BaconButty and a good old #cuppa #WhyIloveSundayMornings,positive,,
" Watching emmerdale omnibus, see Danny Rawsthorne from Dream Team is in it....eye candy at last!",positive,,
 @user haha looove emmerdale but can get to grips with the fact your an actress following a script! Your a ledg xxx,positive,,
" @user Lucy Pargeter, plays Chas is Emmerdale. Some tw*ts think it's OK to be cruel to her cos they don't like Chas!  #sadspecimens",negative,,
 They should make knaresborough in to as soap never mind emmerdale lol,positive,,
 @user lmao. Well kabbom? *emmerdale theme tue gradually builds up*,,,
 just voted again for @user @user and @user keep voting for them everyone they really deserve it...,positive,,
 FFS father is K.Oed beside me and sister who is 10 is still awake watching emmerdale please go to bed soon,negative,,
 @user thanks em! Emmy. Emmy awards. HAHA. yea I'm in my lunatic mood,positive,,
 I nominate @user for a Shorty Award in #actress because...she is an int'l emmy awards nominee for best actress link,positive,,
 The Emmy Awards? No?,,,
 Men Bring Their Hotness to the Emmys Red Carpet link #Celeb #Scandal #Tabloid #ReTweetThis #News,,,
 2010 Emmy Fashion -- Who Wore What! link #Celeb #Scandal #Tabloid #ReTweetThis #News,,,
 link ~Miss Whitlock link,,,
 Primetime Emmy Awards Red Carpet and Press Room Roundup! link #Celeb #Scandal #Tabloid #ReTweetThis #News,,,
 #AFerrera: 59th Emmy Awards: America Ferrera link,,,
 I liked a YouTube video -- 62nd (2010) Primetime Emmy Awards - Supporting Actress Drama... link,positive,,
 The planning for the 2011 Emmy Awards ceremony has started!,positive,,
" Ladies and Gentlemen, please welcome Christina Aguilera and Mr. Tony Bennett! ('Stepping Out'- Emmy Awards '08)... link :)",,,
" Catching up with Oprah's mane man: Now Walker, who has several Emmy awards, has launched his own hair care colle... link",positive,,
 Emmy Awards 2009: Fashion Wrap | Vienna Line Perfumes link,,,
" link David Straithairn at the 2010 Primetime Emmy Awards, winning an Emmy for role in Temple Gradin. youtube video",,,
 like the emmy awards show locations....on crack link #crunchies,positive,,
 Damn @user 8 Emmy Awards? Yall must report the hell out of some real shit. Do you follow @user,positive,,
 I nominate @user for a Shorty Award in #entertainment because he is enjoyable (: link,positive,,
